Project,Package,Class,Method,Smell,Description,Method start line no,File
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,testKameletPropertyCompletionForSource,Magic Number,The method contains a magic number: 5,65,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,testKameletPropertyCompletionWithTypeForSource,Long Statement,The length of the statement "CamelLanguageServer languageServer=initLanguageServer(createXMLBlueprintRoute("kamelet:aws-ddb-streams-source?secretKey"));" is 123.,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,testKameletPropertyCompletionWithTypeForSource,Magic Number,The method contains a magic number: 49,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createSecretKeyPropertyCompletionItem,Magic Number,The method contains a magic number: 42,88,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createSecretKeyPropertyCompletionItem,Magic Number,The method contains a magic number: 51,88,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createTablePropertyCompletionItem,Magic Number,The method contains a magic number: 42,101,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createTablePropertyCompletionItem,Magic Number,The method contains a magic number: 42,101,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createPropertyCompletionItemWithDefaultValue,Long Statement,The length of the statement "completionItem.setTextEdit(Either.forLeft(new TextEdit(new Range(new Position(0`42)`new Position(0`42))`"streamIteratorType=FROM_LATEST")));" is 140.,114,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createPropertyCompletionItemWithDefaultValue,Long Statement,The length of the statement "completionItem.setDocumentation("Defines where in the DynamoDB stream to start getting records. There are two enums and the value can be one of FROM_LATEST and FROM_START. Note that using FROM_START can cause a significant delay before the stream has caught up to real-time.");" is 277.,114,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createPropertyCompletionItemWithDefaultValue,Magic Number,The method contains a magic number: 42,114,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createPropertyCompletionItemWithDefaultValue,Magic Number,The method contains a magic number: 42,114,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsddbSourceCompletionItem,Long Statement,The length of the statement "completionItem.setTextEdit(Either.forLeft(new TextEdit(new Range(new Position(0`19)`new Position(0`19))`"aws-ddb-streams-source")));" is 132.,127,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsddbSourceCompletionItem,Magic Number,The method contains a magic number: 19,127,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsddbSourceCompletionItem,Magic Number,The method contains a magic number: 19,127,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsKinesisSinkCompletionItem,Long Statement,The length of the statement "completionItem.setTextEdit(Either.forLeft(new TextEdit(new Range(new Position(0`19)`new Position(0`19))`"aws-kinesis-sink")));" is 126.,138,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsKinesisSinkCompletionItem,Magic Number,The method contains a magic number: 19,138,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsKinesisSinkCompletionItem,Magic Number,The method contains a magic number: 19,138,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KameletCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,testCompletionForInMemoryChannel,Long Statement,The length of the statement "client.inMemoryChannels().resource(new InMemoryChannelBuilder().withNewMetadata().withName(channelName).endMetadata().build()).create();" is 136.,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KNativeConnectedCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,testCompletionForEvent,Long Statement,The length of the statement "client.eventTypes().resource(new EventTypeBuilder().withNewMetadata().withName(eventTypeName).endMetadata().build()).create();" is 126.,78,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\KNativeConnectedCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testNoCompletionOutsideTag,Magic Number,The method contains a magic number: 4,32,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testNoCompletionOutsideTag,Magic Number,The method contains a magic number: 5,32,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testNoCompletionOutsideTagEvenWithDependencyManagement,Magic Number,The method contains a magic number: 9,48,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testNoCompletionOutsideTagEvenWithDependencyManagement,Magic Number,The method contains a magic number: 5,48,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testQuarkusDebugProfile,Magic Number,The method contains a magic number: 6,71,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testQuarkusDebugProfile,Magic Number,The method contains a magic number: 5,71,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testCamelComponentDependency,Magic Number,The method contains a magic number: 7,89,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testCamelComponentDependency,Magic Number,The method contains a magic number: 5,89,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\PomCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterGeographySearchCompletionTest,testCompletionHasAllExpectedOptions,Long Statement,The length of the statement "return insertText != null && insertText.contains("latitude=") && insertText.contains(sep + "longitude=") && insertText.contains(sep + "radius=") && insertText.contains(sep + "distanceMetric=");" is 193.,34,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\TwitterGeographySearchCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterGeographySearchCompletionTest,testCompletionHasAllExpectedOptions,Magic Number,The method contains a magic number: 35,34,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\TwitterGeographySearchCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterGeographySearchCompletionTest,testCompletionHasAllExpectedOptionsAfterAnotherOption,Long Statement,The length of the statement "CamelLanguageServer languageServer=initializeLanguageServer(createXMLBlueprintRoute("twitter-search:keywords?accessToken=token" + sep)`".xml");" is 143.,49,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\TwitterGeographySearchCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterGeographySearchCompletionTest,testCompletionHasAllExpectedOptionsAfterAnotherOption,Long Statement,The length of the statement "return insertText != null && insertText.contains("latitude=") && insertText.contains(sep + "longitude=") && insertText.contains(sep + "radius=") && insertText.contains(sep + "distanceMetric=");" is 193.,49,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\TwitterGeographySearchCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterGeographySearchCompletionTest,testCompletionHasAllExpectedOptionsAfterAnotherOption,Magic Number,The method contains a magic number: 57,49,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\TwitterGeographySearchCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterTimelineCompletionTest,testTwitterTimelineCompletionForLang,Long Statement,The length of the statement "CamelLanguageServer languageServer=initializeLanguageServer(createXMLBlueprintRoute("twitter-timeline:HOME?lang=")`".xml");" is 123.,33,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\TwitterTimelineCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterTimelineCompletionTest,testTwitterTimelineCompletionForLang,Long Statement,The length of the statement "assertThat(completions).isNotEmpty().hasSize(Locale.getISOLanguages().length).allMatch(item -> item.getLabel().length() == 2);" is 126.,33,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\TwitterTimelineCompletionTest.java
